Sentences,Sentiment Value,NLTK Prediction,Watson Prediction
"for 40 bucks a head, i really expect better food.",0,0.4902,0.501006
The food came out at a good pace.,1,0.4404,0.963066
"I ate there twice on my last visit, and especially enjoyed the salmon salad.",1,0.5563,0.419193
I won't be back.,0,0,-0.770143
We could not believe how dirty the oysters were!,0,0.4015,-0.603553
This place deserves no stars.,0,-0.296,0.761575
I would not recommend this place.,0,-0.2755,-0.916574
"In fact I'm going to round up to 4 stars, just because she was so awesome.",1,0.7384,0.944054
"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.",0,-0.6249,-0.903343
"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",0,-0.1962,-0.944422
the potatoes were great and so was the biscuit.,1,0.6249,0.909736
I probably would not go here again.,0,0,-0.765635
So flavorful and has just the perfect amount of heat.,1,0.5719,0.973437
The price is reasonable and the service is great.,1,0.6249,0.983196
"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.",0,-0.6113,-0.807639
My fella got the huevos rancheros and they didn't look too appealing.,0,0,-0.519617
"Went in for happy hour, great list of wines.",1,0.8316,0.962009
Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!,1,-0.2244,0.837141
I probably won't be coming back here.,0,0,-0.897726
Worst food/service I've had in a while.,0,-0.6249,-0.966776
"This place is pretty good, nice little vibe in the restaurant.",1,0.836,0.992464
Talk about great customer service of course we will be back.,1,0.6249,0.702605
"Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.",0,-0.296,-0.943804
I love their fries and their beans.,1,0.6369,0.97867
Always a pleasure dealing with him.,1,0.5719,0.913381
"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.",1,0.4767,0.84451
This place is awesome if you want something light and healthy during the summer.,1,0.7964,0.992147
"For sushi on the Strip, this is the place to go.",1,0,0.733598
"The service was great, even the manager came and helped with our table.",1,0.6249,0.989551
The feel of the dining room was more college cooking course than high class dining and the service was slow at best.,0,0.6369,0.448237
"I started this review with two stars, but I'm editing it to give it only one.",0,0,0
this is the worst sushi i have ever eat besides Costco's.,0,-0.6249,-0.955114
"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",1,0.9136,0.991899
My boyfriend and i sat at the bar and had a completely delightful experience.,1,0.624,0.969678
Weird vibe from owners.,0,-0.1779,-0.292042
There was hardly any meat.,0,0,0
I've had better bagels from the grocery store.,0,0.4404,0.36482
Go To Place for Gyros.,1,0,0
"I love the owner/chef, his one authentic Japanese cool dude!",1,0.7777,0.985194
"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",0,0.3387,-0.579385
I found a six inch long piece of wire in my salsa.,0,0,0.906354
"The service was terrible, food was mediocre.",0,-0.4767,-0.930427
We definately enjoyed ourselves.,1,0.5106,0.998456
I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.,0,0.5267,0.710481
"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.",0,0.4939,-0.370972
I had about two bites and refused to eat anymore.,0,-0.296,-0.897274
The service was extremely slow.,0,0,-0.870626
"After 20 minutes wait, I got a table.",0,0,0.568604
Seriously killer hot chai latte.,1,-0.7184,-0.906941
"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.",0,-0.7089,-0.879403
My boyfriend tried the Mediterranean Chicken Salad and fell in love.,1,0.6369,0.465078
Their rotating beers on tap is also a highlight of this place.,1,0.34,0.863698
Pricing is a bit of a concern at Mellow Mushroom.,0,0,0
Worst Thai ever.,0,-0.6249,-0.9617
If you stay in Vegas you must get breakfast here at least once.,1,0,0.380609
I want to first say our server was great and we had perfect service.,1,0.8442,0.973365
The pizza selections are good.,1,0.4404,0.977002
"I had strawberry tea, which was good.",1,0.4404,0.976893
Highly unprofessional and rude to a loyal patron!,0,-0.6185,-0.901269
"Overall, a great experience.",1,0.6249,0.977651
Spend your money elsewhere.,0,0,0
Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!,1,0.5093,0.832034
The Buffet at Bellagio was far from what I anticipated.,0,0,0.447288
"And the drinks are WEAK, people!",0,-0.6027,-0.82107
#NAME?,0,0,-0.910213
"Also, I feel like the chips are bought, not made in house.",0,0.3612,-0.476707
After the disappointing dinner we went elsewhere for dessert.,0,-0.4939,-0.882229
The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!,1,0,0.979852
We won't be returning.,0,0,-0.603858
This is my new fav Vegas buffet spot.,1,0.4588,0.965133
I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.,0,-0.0772,-0.93376
"Very, very sad.",0,-0.5678,-0.967016
"i felt insulted and disrespected, how could you talk and judge another human being like that?",0,-0.5859,-0.924736
"How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!",0,0,-0.924008
I'm not impressed with the concept or the food.,0,-0.3724,-0.945938
The only thing I wasn't too crazy about was their guacamole as I don't like it pur�ed.,0,-0.0191,-0.81846
"There is really nothing for me at postinos, hope your experience is better",0,0.7003,-0.600493
I got food poisoning here at the buffet.,0,-0.5859,-0.863002
They brought a fresh batch of fries and I was thinking yay something warm but no!,0,0.2003,0.989842
"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",0,0.3818,0.814037
"Needless to say, I won't be going back anytime soon.",0,0,-0.851389
This place is disgusting!,0,-0.5707,-0.992028
"Every time I eat here, I see caring teamwork to a professional degree.",1,0.4939,0.927764
The RI style calamari was a joke.,0,0.296,0.576036
"However, there was so much garlic in the fondue, it was barely edible.",0,0,-0.581778
"I could barely stomach the meal, but didn't complain because it was a business lunch.",0,0.395,-0.277858
"It was so bad, I had lost the heart to finish it.",0,-0.7938,-0.970257
It also took her forever to bring us the check when we asked for it.,0,0,0
We aren't ones to make a scene at restaurants but I just don't get it...definitely lost the love after this one!,0,0.8603,-0.669677
Disappointing experience.,0,-0.4939,-0.979412
"The food is about on par with Denny's, which is to say, not good at all.",0,-0.3412,-0.597609
"If you want to wait for mediocre food and downright terrible service, then this is the place for you.",0,-0.4215,-0.986877
WAAAAAAyyyyyyyyyy over rated is all I am saying.,0,0,-0.596697
We won't be going back.,0,0,-0.818157
The place was fairly clean but the food simply wasn't worth it.,0,-0.0384,-0.321775
This place lacked style!!,0,0,0.574321
"The sangria was about half of a glass wine full and was $12, ridiculous.",0,-0.3612,-0.752236
Don't bother coming here.,0,0.2584,-0.895325
"The meat was pretty dry, I had the sliced brisket and pulled pork.",0,0.4939,0.69837
"The building itself seems pretty neat; the bathroom is pretty trippy, but I wouldn't eat here again.",0,0.6369,0.412174
It was equally awful.,0,-0.4588,-0.969496
Probably not in a hurry to go back.,0,0,-0.592471
very slow at seating even with reservation.,0,0,-0.855552
Not good by any stretch of the imagination.,0,-0.3412,-0.924479
The cashew cream sauce was bland and the vegetables were undercooked.,0,0,-0.81863
"The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.",0,-0.296,-0.930265
"It was a bit too sweet, not really spicy enough, and lacked flavor.",0,0.4588,-0.554569
I was VERY disappointed!!,0,-0.6917,-0.989874
This place is horrible and way overpriced.,0,-0.5423,-0.97489
"Maybe it's just their Vegetarian fare, but I've been twice and I thought it was average at best.",0,0.7783,-0.284124
It wasn't busy at all and now we know why.,0,0,-0.4087
The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.,0,-0.4075,-0.652181
"The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits.",0,-0.1419,0.291052
Con: spotty service.,0,0,0
"The fries were not hot, and neither was my burger.",0,0,-0.64899
But then they came back cold.,0,0,0
"Then our food came out, disappointment ensued.",0,-0.5106,-0.848898
The real disappointment was our waiter.,0,-0.5106,-0.921196
My husband said she was very rude... did not even apologize for the bad food or anything.,0,-0.5853,-0.985264
The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.,0,0,-0.719227
"Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it.",0,-0.4215,-0.890911
If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?,0,0,-0.818279
She was quite disappointed although some blame needs to be placed at her door.,0,-0.6997,-0.880475
After all the rave reviews I couldn't wait to eat here......what a disappointment!,0,-0.5562,-0.952633
Del Taco is pretty nasty and should be avoided if possible.,0,-0.4215,-0.915848
It's NOT hard to make a decent hamburger.,0,0.0762,-0.782591
But I don't like it.,0,-0.2755,-0.827295
Hell no will I go back,0,-0.7783,-0.771547
We've have gotten a much better service from the pizza place next door than the services we received from this restaurant.,0,0.4404,0
"I don't know what the big deal is about this place, but I won't be back ""ya'all"".",0,0,-0.692633
I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.,0,-0.0857,-0.692716
The ambiance isn't much better.,0,-0.3412,-0.802162
"Unfortunately, it only set us up for disapppointment with our entrees.",0,-0.34,-0.946923
The food wasn't good.,0,-0.3412,-0.938376
"Your servers suck, wait, correction, our server Heimer sucked.",0,-0.7096,-0.885127
What happened next was pretty....off putting.,0,0,0
"too bad cause I know it's family owned, I really wanted to like this place.",0,-0.1868,-0.883253
Overpriced for what you are getting.,0,0,0.352459
I vomited in the bathroom mid lunch.,0,0,-0.551161
"I kept looking at the time and it had soon become 35 minutes, yet still no food.",0,-0.296,-0.577037
"I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list.",0,0.397,0.722098
We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.,0,-0.2411,-0.711212
Food was below average.,0,0,0
It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.,0,0.1655,0.403685
"All in all, Ha Long Bay was a bit of a flop.",0,0,-0.713065
The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).,0,-0.25,-0.809884
Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.,0,0,-0.845098
"It lacked flavor, seemed undercooked, and dry.",0,0,0
It really is impressive that the place hasn't closed down.,0,0.5542,0.684669
